Netzbetreiber:;;Energienetze Berlin GmbH;;;;
Lastgangtyp:;;Entnahme aus dem vorgelagerten Verteilungsnetz;;;;
gesetzliche Grundlage:;;§ 23c Abs.3 Nr. 5 EnWG;;;;
Betrachtungszeitraum:;;01.01.2024 bis 31.12.2024;;;;
;;;;;;
Spannungsebene der Entnahme;;Hochspannung;Mittelspannung;Niederspannung;;
Höchstlast;[kW];20.240;1.353;153,7;;
Wirkarbeit;[kWh];34.847.835;6.056.038;454.794;;
;;;;;;
Datum;Zeit;Wert [kW];Wert [kW];Wert [kW];;
06.03.2024;12:30:00;0;1023;49;;
06.03.2024;12:45:00;0;1045;48;;
06.03.2024;13:00:00;0;973;49;;
06.03.2024;13:15:00;352;934;47;;
06.03.2024;13:30:00;0;972;47;;
06.03.2024;13:45:00;0;912;53;;
06.03.2024;14:00:00;0;884;50;;
06.03.2024;14:15:00;0;893;51;;
06.03.2024;14:30:00;0;801;47;;
06.03.2024;14:45:00;0;783;53;;
06.03.2024;15:00:00;0;773;54;;
06.03.2024;15:15:00;968;768;52;;
06.03.2024;15:30:00;1012;767;47;;
06.03.2024;15:45:00;792;768;48;;
06.03.2024;16:00:00;484;763;45;;
06.03.2024;16:15:00;0;742;48;;
06.03.2024;16:30:00;0;742;48;;
06.03.2024;16:45:00;0;713;48;;
06.03.2024;17:00:00;0;719;46;;
06.03.2024;17:15:00;0;705;48;;
06.03.2024;17:30:00;0;708;47;;
06.03.2024;17:45:00;0;689;48;;
06.03.2024;18:00:00;0;676;49;;
06.03.2024;18:15:00;0;660;50;;
06.03.2024;18:30:00;0;668;48;;
06.03.2024;18:45:00;0;681;47;;
06.03.2024;19:00:00;0;665;44;;
06.03.2024;19:15:00;0;639;46;;
06.03.2024;19:30:00;0;638;48;;
06.03.2024;19:45:00;0;642;50;;
06.03.2024;20:00:00;0;634;50;;
06.03.2024;20:15:00;0;648;54;;
06.03.2024;20:30:00;0;631;53;;
06.03.2024;20:45:00;0;635;53;;
06.03.2024;21:00:00;0;619;54;;
06.03.2024;21:15:00;0;617;46;;
06.03.2024;21:30:00;0;614;53;;
06.03.2024;21:45:00;0;618;51;;
06.03.2024;22:00:00;0;593;50;;
06.03.2024;22:15:00;0;574;52;;
06.03.2024;22:30:00;0;564;40;;
06.03.2024;22:45:00;0;549;36;;
06.03.2024;23:00:00;0;543;47;;
06.03.2024;23:15:00;242;544;38;;
06.03.2024;23:30:00;330;555;34;;
06.03.2024;23:45:00;110;543;32;;
07.03.2024;00:00:00;110;533;30;;
07.03.2024;00:15:00;242;555;31;;
07.03.2024;00:30:00;154;548;27;;
07.03.2024;00:45:00;110;553;26;;
07.03.2024;01:00:00;0;567;27;;
07.03.2024;01:15:00;0;562;24;;
07.03.2024;01:30:00;154;572;27;;
07.03.2024;01:45:00;66;557;26;;
07.03.2024;02:00:00;44;573;24;;
07.03.2024;02:15:00;44;567;24;;
07.03.2024;02:30:00;0;571;22;;
07.03.2024;02:45:00;66;563;24;;
07.03.2024;03:00:00;0;568;25;;
07.03.2024;03:15:00;0;638;24;;
07.03.2024;03:30:00;0;643;26;;
07.03.2024;03:45:00;0;662;26;;
07.03.2024;04:00:00;0;638;25;;
07.03.2024;04:15:00;0;663;29;;
07.03.2024;04:30:00;0;648;24;;
07.03.2024;04:45:00;0;639;25;;
07.03.2024;05:00:00;0;643;28;;
07.03.2024;05:15:00;0;698;25;;
07.03.2024;05:30:00;0;639;27;;
07.03.2024;05:45:00;0;659;26;;
07.03.2024;06:00:00;0;738;25;;
07.03.2024;06:15:00;0;803;31;;
07.03.2024;06:30:00;0;742;29;;
07.03.2024;06:45:00;0;788;29;;
07.03.2024;07:00:00;0;865;31;;
07.03.2024;07:15:00;0;887;33;;
07.03.2024;07:30:00;0;857;36;;
07.03.2024;07:45:00;0;861;36;;
07.03.2024;08:00:00;0;918;35;;
07.03.2024;08:15:00;0;873;41;;
07.03.2024;08:30:00;0;893;50;;
07.03.2024;08:45:00;0;974;48;;
07.03.2024;09:00:00;0;1004;43;;
07.03.2024;09:15:00;0;1005;44;;
07.03.2024;09:30:00;0;935;47;;
07.03.2024;09:45:00;0;939;44;;
07.03.2024;10:00:00;0;979;44;;
07.03.2024;10:15:00;0;960;58;;
07.03.2024;10:30:00;0;903;46;;
07.03.2024;10:45:00;0;898;45;;
07.03.2024;11:00:00;0;969;42;;
07.03.2024;11:15:00;0;918;44;;
07.03.2024;11:30:00;0;901;43;;
07.03.2024;11:45:00;0;886;47;;
07.03.2024;12:00:00;0;920;48;;
07.03.2024;12:15:00;0;861;45;;
07.03.2024;12:30:00;0;849;44;;
07.03.2024;12:45:00;0;933;48;;
07.03.2024;13:00:00;0;892;47;;
07.03.2024;13:15:00;0;879;46;;
07.03.2024;13:30:00;0;901;46;;
07.03.2024;13:45:00;0;874;45;;
07.03.2024;14:00:00;0;801;44;;
07.03.2024;14:15:00;0;866;49;;
07.03.2024;14:30:00;0;820;47;;
07.03.2024;14:45:00;0;738;42;;
07.03.2024;15:00:00;0;707;46;;
07.03.2024;15:15:00;0;707;44;;
07.03.2024;15:30:00;0;687;43;;
07.03.2024;15:45:00;0;682;45;;
07.03.2024;16:00:00;0;671;45;;
07.03.2024;16:15:00;0;653;45;;
07.03.2024;16:30:00;0;653;47;;
07.03.2024;16:45:00;0;637;47;;
07.03.2024;17:00:00;0;632;43;;
07.03.2024;17:15:00;0;621;43;;
07.03.2024;17:30:00;0;623;47;;
07.03.2024;17:45:00;0;613;47;;
07.03.2024;18:00:00;0;614;45;;
07.03.2024;18:15:00;0;611;54;;
07.03.2024;18:30:00;0;624;55;;
07.03.2024;18:45:00;0;603;47;;
07.03.2024;19:00:00;0;615;46;;
07.03.2024;19:15:00;0;589;50;;
07.03.2024;19:30:00;0;602;48;;
07.03.2024;19:45:00;0;580;57;;
07.03.2024;20:00:00;0;581;54;;
07.03.2024;20:15:00;0;570;46;;
07.03.2024;20:30:00;0;539;55;;
07.03.2024;20:45:00;0;538;52;;
07.03.2024;21:00:00;0;533;47;;
07.03.2024;21:15:00;0;518;60;;
07.03.2024;21:30:00;0;538;54;;
07.03.2024;21:45:00;0;519;42;;
07.03.2024;22:00:00;0;513;39;;
07.03.2024;22:15:00;0;477;40;;
07.03.2024;22:30:00;0;482;35;;
07.03.2024;22:45:00;0;474;34;;
07.03.2024;23:00:00;0;467;34;;
07.03.2024;23:15:00;0;472;32;;
07.03.2024;23:30:00;0;473;35;;
07.03.2024;23:45:00;0;472;34;;
08.03.2024;00:00:00;0;468;30;;
08.03.2024;00:15:00;0;472;31;;
08.03.2024;00:30:00;0;487;31;;
08.03.2024;00:45:00;0;487;30;;
08.03.2024;01:00:00;0;472;26;;
08.03.2024;01:15:00;0;482;26;;
08.03.2024;01:30:00;0;471;26;;
08.03.2024;01:45:00;0;482;27;;
08.03.2024;02:00:00;0;472;25;;
08.03.2024;02:15:00;0;476;24;;
08.03.2024;02:30:00;0;476;23;;
08.03.2024;02:45:00;0;476;24;;
08.03.2024;03:00:00;0;467;25;;
08.03.2024;03:15:00;0;475;26;;
08.03.2024;03:30:00;0;481;28;;
08.03.2024;03:45:00;0;485;26;;
08.03.2024;04:00:00;0;485;24;;
08.03.2024;04:15:00;0;479;30;;
08.03.2024;04:30:00;0;484;25;;
08.03.2024;04:45:00;0;474;25;;
08.03.2024;05:00:00;0;474;27;;
08.03.2024;05:15:00;0;484;25;;
08.03.2024;05:30:00;0;488;26;;
08.03.2024;05:45:00;0;474;26;;
08.03.2024;06:00:00;0;489;25;;
08.03.2024;06:15:00;0;493;27;;
08.03.2024;06:30:00;0;483;28;;
08.03.2024;06:45:00;0;494;28;;
08.03.2024;07:00:00;0;505;29;;
08.03.2024;07:15:00;0;495;28;;
08.03.2024;07:30:00;0;481;30;;
08.03.2024;07:45:00;0;528;33;;
08.03.2024;08:00:00;0;503;31;;
08.03.2024;08:15:00;0;508;39;;
08.03.2024;08:30:00;0;512;41;;
08.03.2024;08:45:00;0;518;37;;
08.03.2024;09:00:00;0;500;37;;
08.03.2024;09:15:00;0;505;36;;
08.03.2024;09:30:00;0;505;38;;
08.03.2024;09:45:00;0;507;33;;
08.03.2024;10:00:00;0;498;39;;
08.03.2024;10:15:00;0;507;44;;
08.03.2024;10:30:00;0;506;39;;
08.03.2024;10:45:00;0;505;34;;
08.03.2024;11:00:00;0;516;34;;
08.03.2024;11:15:00;0;506;42;;
08.03.2024;11:30:00;0;505;43;;
08.03.2024;11:45:00;0;511;43;;
08.03.2024;12:00:00;0;495;41;;
08.03.2024;12:15:00;0;500;43;;
08.03.2024;12:30:00;0;511;37;;
08.03.2024;12:45:00;0;516;37;;
08.03.2024;13:00:00;0;500;36;;
08.03.2024;13:15:00;0;500;36;;
08.03.2024;13:30:00;0;506;46;;
08.03.2024;13:45:00;0;504;46;;
08.03.2024;14:00:00;0;501;39;;
08.03.2024;14:15:00;0;502;42;;
08.03.2024;14:30:00;0;506;35;;
08.03.2024;14:45:00;0;496;38;;
08.03.2024;15:00:00;0;496;37;;
08.03.2024;15:15:00;0;554;30;;
08.03.2024;15:30:00;0;549;35;;
08.03.2024;15:45:00;0;501;34;;
08.03.2024;16:00:00;0;511;39;;
08.03.2024;16:15:00;0;496;35;;
08.03.2024;16:30:00;0;507;33;;
08.03.2024;16:45:00;0;496;33;;
08.03.2024;17:00:00;0;491;34;;
08.03.2024;17:15:00;0;492;36;;
08.03.2024;17:30:00;0;511;35;;
08.03.2024;17:45:00;0;497;38;;
08.03.2024;18:00:00;0;497;38;;
08.03.2024;18:15:00;0;487;41;;
08.03.2024;18:30:00;0;501;48;;
08.03.2024;18:45:00;0;503;50;;
08.03.2024;19:00:00;0;481;51;;
08.03.2024;19:15:00;0;478;45;;
08.03.2024;19:30:00;0;472;47;;
08.03.2024;19:45:00;0;477;53;;
08.03.2024;20:00:00;0;481;48;;
08.03.2024;20:15:00;0;473;44;;
08.03.2024;20:30:00;0;477;40;;
08.03.2024;20:45:00;0;458;45;;
08.03.2024;21:00:00;0;473;41;;
08.03.2024;21:15:00;0;468;39;;
08.03.2024;21:30:00;0;477;40;;
08.03.2024;21:45:00;0;475;46;;
08.03.2024;22:00:00;0;473;58;;
08.03.2024;22:15:00;0;457;49;;
08.03.2024;22:30:00;0;444;31;;
08.03.2024;22:45:00;0;457;32;;
08.03.2024;23:00:00;0;462;31;;
08.03.2024;23:15:00;0;457;30;;
08.03.2024;23:30:00;0;457;28;;
08.03.2024;23:45:00;0;462;27;;
09.03.2024;00:00:00;0;462;29;;
09.03.2024;00:15:00;0;462;29;;
09.03.2024;00:30:00;0;461;25;;
09.03.2024;00:45:00;0;471;24;;
09.03.2024;01:00:00;0;467;24;;
09.03.2024;01:15:00;0;461;24;;
09.03.2024;01:30:00;0;456;27;;
09.03.2024;01:45:00;0;456;25;;
09.03.2024;02:00:00;0;466;23;;
09.03.2024;02:15:00;0;456;25;;
09.03.2024;02:30:00;0;465;24;;
09.03.2024;02:45:00;0;466;23;;
09.03.2024;03:00:00;0;451;24;;
09.03.2024;03:15:00;0;460;23;;
09.03.2024;03:30:00;0;455;23;;
09.03.2024;03:45:00;0;461;25;;
09.03.2024;04:00:00;0;476;26;;
09.03.2024;04:15:00;0;450;26;;
09.03.2024;04:30:00;0;465;26;;
09.03.2024;04:45:00;0;456;26;;
09.03.2024;05:00:00;0;461;28;;
09.03.2024;05:15:00;0;456;26;;
09.03.2024;05:30:00;0;465;25;;
09.03.2024;05:45:00;0;461;27;;
09.03.2024;06:00:00;0;451;27;;
09.03.2024;06:15:00;0;471;26;;
09.03.2024;06:30:00;0;451;25;;
09.03.2024;06:45:00;0;456;26;;
09.03.2024;07:00:00;0;457;25;;
09.03.2024;07:15:00;0;466;25;;
09.03.2024;07:30:00;0;451;27;;
09.03.2024;07:45:00;0;456;27;;
09.03.2024;08:00:00;0;457;30;;
09.03.2024;08:15:00;0;456;35;;
09.03.2024;08:30:00;0;451;31;;
09.03.2024;08:45:00;0;466;32;;
09.03.2024;09:00:00;0;465;37;;
09.03.2024;09:15:00;0;461;39;;
09.03.2024;09:30:00;0;477;37;;
09.03.2024;09:45:00;0;468;37;;
09.03.2024;10:00:00;0;473;35;;
09.03.2024;10:15:00;0;463;37;;
09.03.2024;10:30:00;0;462;33;;
09.03.2024;10:45:00;0;477;44;;
09.03.2024;11:00:00;0;467;34;;
09.03.2024;11:15:00;374;476;39;;
09.03.2024;11:30:00;176;462;41;;
09.03.2024;11:45:00;0;480;38;;
09.03.2024;12:00:00;418;466;40;;
09.03.2024;12:15:00;4510;460;40;;
09.03.2024;12:30:00;4928;472;33;;
09.03.2024;12:45:00;5060;477;41;;
09.03.2024;13:00:00;5214;471;38;;
09.03.2024;13:15:00;5016;468;35;;
09.03.2024;13:30:00;4950;467;36;;
09.03.2024;13:45:00;4950;471;37;;
09.03.2024;14:00:00;4972;469;38;;
09.03.2024;14:15:00;4840;472;37;;
09.03.2024;14:30:00;4906;472;36;;
09.03.2024;14:45:00;4642;473;43;;
09.03.2024;15:00:00;4356;493;37;;
09.03.2024;15:15:00;660;557;36;;
09.03.2024;15:30:00;352;509;41;;
09.03.2024;15:45:00;44;484;45;;
09.03.2024;16:00:00;0;473;43;;
09.03.2024;16:15:00;0;473;44;;
09.03.2024;16:30:00;0;488;41;;
09.03.2024;16:45:00;0;498;47;;
09.03.2024;17:00:00;0;482;46;;
09.03.2024;17:15:00;0;473;48;;
09.03.2024;17:30:00;0;487;48;;
09.03.2024;17:45:00;0;487;47;;
09.03.2024;18:00:00;0;490;60;;
09.03.2024;18:15:00;0;503;61;;
09.03.2024;18:30:00;0;489;53;;
09.03.2024;18:45:00;0;500;53;;
09.03.2024;19:00:00;0;483;49;;
09.03.2024;19:15:00;0;472;49;;
09.03.2024;19:30:00;0;471;57;;
09.03.2024;19:45:00;0;477;57;;
09.03.2024;20:00:00;0;463;63;;
09.03.2024;20:15:00;0;464;49;;
09.03.2024;20:30:00;0;471;49;;
09.03.2024;20:45:00;0;458;48;;
09.03.2024;21:00:00;0;459;43;;
09.03.2024;21:15:00;0;459;40;;
09.03.2024;21:30:00;0;454;38;;
09.03.2024;21:45:00;0;459;40;;
09.03.2024;22:00:00;0;459;35;;
09.03.2024;22:15:00;0;467;32;;
09.03.2024;22:30:00;0;454;38;;
09.03.2024;22:45:00;0;464;51;;
09.03.2024;23:00:00;0;449;51;;
09.03.2024;23:15:00;0;454;37;;
09.03.2024;23:30:00;0;453;32;;
09.03.2024;23:45:00;0;445;33;;
10.03.2024;00:00:00;0;449;30;;
10.03.2024;00:15:00;0;459;27;;
10.03.2024;00:30:00;0;459;25;;
10.03.2024;00:45:00;0;459;27;;
10.03.2024;01:00:00;0;454;27;;
10.03.2024;01:15:00;0;449;28;;
10.03.2024;01:30:00;0;459;25;;
10.03.2024;01:45:00;0;444;25;;
10.03.2024;02:00:00;0;449;23;;
10.03.2024;02:15:00;0;464;25;;
10.03.2024;02:30:00;0;444;26;;
10.03.2024;02:45:00;0;459;24;;
10.03.2024;03:00:00;0;449;22;;
10.03.2024;03:15:00;0;454;22;;
10.03.2024;03:30:00;0;460;24;;
10.03.2024;03:45:00;0;459;24;;
10.03.2024;04:00:00;0;459;22;;
10.03.2024;04:15:00;0;454;24;;
10.03.2024;04:30:00;0;455;25;;
10.03.2024;04:45:00;0;455;27;;
10.03.2024;05:00:00;0;459;27;;
10.03.2024;05:15:00;0;470;26;;
10.03.2024;05:30:00;0;460;24;;
10.03.2024;05:45:00;0;455;27;;
10.03.2024;06:00:00;0;459;27;;
10.03.2024;06:15:00;0;475;25;;
10.03.2024;06:30:00;0;460;24;;
10.03.2024;06:45:00;0;460;26;;
10.03.2024;07:00:00;0;469;29;;
10.03.2024;07:15:00;0;465;26;;
10.03.2024;07:30:00;0;460;28;;
10.03.2024;07:45:00;0;465;27;;
10.03.2024;08:00:00;0;464;26;;
10.03.2024;08:15:00;0;462;29;;
10.03.2024;08:30:00;0;476;28;;
10.03.2024;08:45:00;0;466;30;;
10.03.2024;09:00:00;0;470;35;;
10.03.2024;09:15:00;0;465;37;;
10.03.2024;09:30:00;0;475;34;;
10.03.2024;09:45:00;0;478;32;;
10.03.2024;10:00:00;0;466;35;;
10.03.2024;10:15:00;0;467;38;;
10.03.2024;10:30:00;0;487;34;;
10.03.2024;10:45:00;0;472;35;;
10.03.2024;11:00:00;0;473;39;;
10.03.2024;11:15:00;0;471;39;;
10.03.2024;11:30:00;0;477;42;;
10.03.2024;11:45:00;0;467;39;;
10.03.2024;12:00:00;0;486;37;;
10.03.2024;12:15:00;0;476;38;;
10.03.2024;12:30:00;0;471;42;;
10.03.2024;12:45:00;0;476;40;;
10.03.2024;13:00:00;0;477;39;;
10.03.2024;13:15:00;0;546;37;;
10.03.2024;13:30:00;0;469;40;;
10.03.2024;13:45:00;0;471;36;;
10.03.2024;14:00:00;0;481;37;;
10.03.2024;14:15:00;0;477;41;;
10.03.2024;14:30:00;0;472;37;;
10.03.2024;14:45:00;0;469;43;;
10.03.2024;15:00:00;0;477;45;;
10.03.2024;15:15:00;0;477;37;;
10.03.2024;15:30:00;0;477;37;;
10.03.2024;15:45:00;0;483;35;;
10.03.2024;16:00:00;0;480;39;;
10.03.2024;16:15:00;0;477;40;;
10.03.2024;16:30:00;0;472;49;;
10.03.2024;16:45:00;0;496;47;;
10.03.2024;17:00:00;0;477;45;;
10.03.2024;17:15:00;0;478;46;;
10.03.2024;17:30:00;0;477;52;;
10.03.2024;17:45:00;0;499;52;;
10.03.2024;18:00:00;0;479;51;;
10.03.2024;18:15:00;0;494;57;;
10.03.2024;18:30:00;0;495;65;;
10.03.2024;18:45:00;0;511;66;;
10.03.2024;19:00:00;0;492;73;;
10.03.2024;19:15:00;0;483;71;;
10.03.2024;19:30:00;0;471;69;;
10.03.2024;19:45:00;0;470;92;;
10.03.2024;20:00:00;0;474;95;;
10.03.2024;20:15:00;0;466;82;;
10.03.2024;20:30:00;0;474;60;;
10.03.2024;20:45:00;0;463;46;;
10.03.2024;21:00:00;0;479;47;;
10.03.2024;21:15:00;0;474;43;;
10.03.2024;21:30:00;0;479;42;;
10.03.2024;21:45:00;0;503;42;;
10.03.2024;22:00:00;0;528;39;;
10.03.2024;22:15:00;0;538;41;;
10.03.2024;22:30:00;0;586;36;;
10.03.2024;22:45:00;0;624;33;;
10.03.2024;23:00:00;0;549;31;;
10.03.2024;23:15:00;0;568;35;;
10.03.2024;23:30:00;0;553;34;;
10.03.2024;23:45:00;0;527;30;;
11.03.2024;00:00:00;0;533;27;;
11.03.2024;00:15:00;0;537;28;;
11.03.2024;00:30:00;0;553;26;;
11.03.2024;00:45:00;0;538;28;;
11.03.2024;01:00:00;0;547;25;;
11.03.2024;01:15:00;0;552;24;;
11.03.2024;01:30:00;0;548;24;;
11.03.2024;01:45:00;0;533;23;;
11.03.2024;02:00:00;0;532;24;;
11.03.2024;02:15:00;0;538;25;;
11.03.2024;02:30:00;0;553;21;;
11.03.2024;02:45:00;0;565;22;;
11.03.2024;03:00:00;0;571;23;;
11.03.2024;03:15:00;0;608;23;;
11.03.2024;03:30:00;0;618;28;;
11.03.2024;03:45:00;0;638;25;;
11.03.2024;04:00:00;0;618;23;;
11.03.2024;04:15:00;0;623;25;;
11.03.2024;04:30:00;0;623;35;;
11.03.2024;04:45:00;0;638;41;;
11.03.2024;05:00:00;66;638;39;;
11.03.2024;05:15:00;0;658;40;;
11.03.2024;05:30:00;0;643;42;;
11.03.2024;05:45:00;0;658;47;;
11.03.2024;06:00:00;0;773;41;;
11.03.2024;06:15:00;0;848;28;;
11.03.2024;06:30:00;0;879;32;;
11.03.2024;06:45:00;0;889;29;;
11.03.2024;07:00:00;0;859;34;;
11.03.2024;07:15:00;0;815;39;;
11.03.2024;07:30:00;0;820;42;;
11.03.2024;07:45:00;0;893;38;;
11.03.2024;08:00:00;0;952;41;;
11.03.2024;08:15:00;0;951;37;;
11.03.2024;08:30:00;0;927;43;;
11.03.2024;08:45:00;0;962;47;;
11.03.2024;09:00:00;0;1023;42;;
11.03.2024;09:15:00;0;948;42;;
11.03.2024;09:30:00;0;973;43;;
11.03.2024;09:45:00;0;1053;49;;
11.03.2024;10:00:00;0;982;50;;
11.03.2024;10:15:00;0;953;51;;
11.03.2024;10:30:00;0;968;48;;
11.03.2024;10:45:00;0;1012;52;;
11.03.2024;11:00:00;0;988;49;;
11.03.2024;11:15:00;0;942;48;;
11.03.2024;11:30:00;0;988;43;;
11.03.2024;11:45:00;0;987;48;;
11.03.2024;12:00:00;0;957;49;;
11.03.2024;12:15:00;0;942;51;;
11.03.2024;12:30:00;352;1053;49;;
11.03.2024;12:45:00;1034;1010;47;;
11.03.2024;13:00:00;2684;977;48;;
11.03.2024;13:15:00;594;972;49;;
11.03.2024;13:30:00;352;1031;50;;
11.03.2024;13:45:00;550;956;44;;
11.03.2024;14:00:00;594;937;43;;
11.03.2024;14:15:00;528;976;42;;
11.03.2024;14:30:00;242;872;42;;
11.03.2024;14:45:00;176;816;49;;
11.03.2024;15:00:00;154;792;45;;
11.03.2024;15:15:00;0;776;37;;
11.03.2024;15:30:00;0;771;42;;
11.03.2024;15:45:00;0;756;45;;
11.03.2024;16:00:00;0;752;44;;
11.03.2024;16:15:00;0;752;40;;
11.03.2024;16:30:00;0;711;39;;
11.03.2024;16:45:00;0;722;43;;
11.03.2024;17:00:00;66;712;42;;
11.03.2024;17:15:00;0;702;44;;
11.03.2024;17:30:00;0;697;45;;
11.03.2024;17:45:00;0;695;44;;
11.03.2024;18:00:00;0;701;45;;
11.03.2024;18:15:00;0;692;54;;
11.03.2024;18:30:00;0;690;65;;
11.03.2024;18:45:00;0;652;83;;
11.03.2024;19:00:00;0;653;92;;
11.03.2024;19:15:00;0;648;80;;
11.03.2024;19:30:00;0;619;79;;
11.03.2024;19:45:00;0;642;71;;
11.03.2024;20:00:00;0;602;47;;
11.03.2024;20:15:00;0;593;46;;
11.03.2024;20:30:00;0;607;51;;
11.03.2024;20:45:00;0;601;55;;
11.03.2024;21:00:00;0;593;51;;
11.03.2024;21:15:00;0;599;51;;
11.03.2024;21:30:00;0;592;46;;
11.03.2024;21:45:00;0;582;42;;
11.03.2024;22:00:00;0;572;45;;
11.03.2024;22:15:00;0;559;42;;
11.03.2024;22:30:00;0;539;36;;
11.03.2024;22:45:00;0;563;34;;
11.03.2024;23:00:00;0;557;36;;
11.03.2024;23:15:00;0;554;35;;
11.03.2024;23:30:00;0;542;31;;
11.03.2024;23:45:00;0;547;31;;
12.03.2024;00:00:00;0;537;29;;
12.03.2024;00:15:00;0;568;30;;
12.03.2024;00:30:00;0;578;29;;
12.03.2024;00:45:00;0;579;27;;
12.03.2024;01:00:00;0;562;25;;
12.03.2024;01:15:00;0;594;25;;
12.03.2024;01:30:00;0;616;26;;
12.03.2024;01:45:00;0;589;25;;
12.03.2024;02:00:00;0;573;25;;
12.03.2024;02:15:00;0;578;23;;
12.03.2024;02:30:00;0;563;22;;
12.03.2024;02:45:00;0;568;23;;
12.03.2024;03:00:00;0;552;24;;
12.03.2024;03:15:00;0;619;26;;
12.03.2024;03:30:00;0;639;29;;
12.03.2024;03:45:00;0;639;25;;
12.03.2024;04:00:00;0;623;24;;
12.03.2024;04:15:00;0;628;27;;
12.03.2024;04:30:00;0;634;25;;
12.03.2024;04:45:00;0;634;28;;
12.03.2024;05:00:00;198;628;26;;
12.03.2024;05:15:00;0;689;24;;
12.03.2024;05:30:00;0;674;25;;
12.03.2024;05:45:00;0;673;28;;
12.03.2024;06:00:00;0;688;27;;
12.03.2024;06:15:00;0;833;26;;
12.03.2024;06:30:00;0;889;25;;
12.03.2024;06:45:00;0;877;33;;
12.03.2024;07:00:00;0;812;34;;
12.03.2024;07:15:00;0;844;30;;
12.03.2024;07:30:00;0;917;33;;
12.03.2024;07:45:00;0;933;36;;
12.03.2024;08:00:00;0;898;41;;
12.03.2024;08:15:00;0;929;40;;
12.03.2024;08:30:00;0;972;39;;
12.03.2024;08:45:00;0;976;44;;
12.03.2024;09:00:00;0;967;44;;
12.03.2024;09:15:00;0;918;53;;
12.03.2024;09:30:00;0;1013;49;;
12.03.2024;09:45:00;0;1018;45;;
12.03.2024;10:00:00;0;953;45;;
12.03.2024;10:15:00;0;1008;55;;
12.03.2024;10:30:00;0;1033;55;;
12.03.2024;10:45:00;0;1013;51;;
12.03.2024;11:00:00;0;1023;48;;
12.03.2024;11:15:00;3.036;1022;53;;
12.03.2024;11:30:00;3.256;984;47;;
12.03.2024;11:45:00;3.476;982;49;;
12.03.2024;12:00:00;4.004;1028;59;;
12.03.2024;12:15:00;2.816;1072;63;;
12.03.2024;12:30:00;1.430;937;55;;
12.03.2024;12:45:00;2.398;933;44;;
12.03.2024;13:00:00;2.332;1002;43;;
12.03.2024;13:15:00;1.430;961;42;;
12.03.2024;13:30:00;1.342;927;42;;
12.03.2024;13:45:00;1.210;927;44;;
12.03.2024;14:00:00;968;967;48;;
12.03.2024;14:15:00;990;947;50;;
12.03.2024;14:30:00;1.188;796;46;;
12.03.2024;14:45:00;1.430;777;50;;
12.03.2024;15:00:00;1.078;768;47;;
12.03.2024;15:15:00;660;758;48;;
12.03.2024;15:30:00;572;748;46;;
12.03.2024;15:45:00;462;742;45;;
12.03.2024;16:00:00;484;820;47;;
12.03.2024;16:15:00;330;739;47;;
12.03.2024;16:30:00;154;733;48;;
12.03.2024;16:45:00;176;728;51;;
12.03.2024;17:00:00;0;728;42;;
12.03.2024;17:15:00;0;724;48;;
12.03.2024;17:30:00;0;714;54;;
12.03.2024;17:45:00;0;704;58;;
12.03.2024;18:00:00;0;670;62;;
12.03.2024;18:15:00;0;659;67;;
12.03.2024;18:30:00;0;706;79;;
12.03.2024;18:45:00;0;735;97;;
12.03.2024;19:00:00;0;647;89;;
12.03.2024;19:15:00;0;623;87;;
12.03.2024;19:30:00;0;624;78;;
12.03.2024;19:45:00;0;605;66;;
12.03.2024;20:00:00;0;610;55;;
12.03.2024;20:15:00;0;615;53;;
12.03.2024;20:30:00;0;602;57;;
12.03.2024;20:45:00;0;590;47;;
12.03.2024;21:00:00;0;595;45;;
12.03.2024;21:15:00;0;590;46;;
12.03.2024;21:30:00;0;594;50;;
12.03.2024;21:45:00;0;589;49;;
12.03.2024;22:00:00;0;569;45;;
12.03.2024;22:15:00;352;559;40;;
12.03.2024;22:30:00;66;554;41;;
12.03.2024;22:45:00;110;565;39;;
12.03.2024;23:00:00;22;549;40;;
12.03.2024;23:15:00;0;554;37;;
12.03.2024;23:30:00;0;559;31;;
12.03.2024;23:45:00;0;548;30;;
13.03.2024;00:00:00;0;539;30;;
13.03.2024;00:15:00;0;559;30;;
13.03.2024;00:30:00;0;555;26;;
13.03.2024;00:45:00;0;543;27;;
13.03.2024;01:00:00;0;549;27;;
13.03.2024;01:15:00;0;556;24;;
13.03.2024;01:30:00;0;608;25;;
13.03.2024;01:45:00;0;580;32;;
13.03.2024;02:00:00;0;564;38;;
13.03.2024;02:15:00;0;565;38;;
13.03.2024;02:30:00;0;552;39;;
13.03.2024;02:45:00;0;552;26;;
13.03.2024;03:00:00;0;557;23;;
13.03.2024;03:15:00;0;612;24;;
13.03.2024;03:30:00;0;627;25;;
13.03.2024;03:45:00;0;642;25;;
13.03.2024;04:00:00;0;618;22;;
13.03.2024;04:15:00;0;618;26;;
13.03.2024;04:30:00;0;643;24;;
13.03.2024;04:45:00;0;637;25;;
13.03.2024;05:00:00;110;673;34;;
13.03.2024;05:15:00;0;733;38;;
13.03.2024;05:30:00;0;688;37;;
13.03.2024;05:45:00;0;718;40;;
13.03.2024;06:00:00;0;699;42;;
13.03.2024;06:15:00;0;734;33;;
13.03.2024;06:30:00;0;822;26;;
