Netzbetreiber:;;Energienetze Berlin GmbH;;;;
Lastgangtyp:;;Entnahme aus dem vorgelagerten Verteilungsnetz;;;;
gesetzliche Grundlage:;;§ 23c Abs.3 Nr. 5 EnWG;;;;
Betrachtungszeitraum:;;01.01.2024 bis 31.12.2024;;;;
;;;;;;
Spannungsebene der Entnahme;;Hochspannung;Mittelspannung;Niederspannung;;
Höchstlast;[kW];20.240;1.353;153,7;;
Wirkarbeit;[kWh];34.847.835;6.056.038;454.794;;
;;;;;;
Datum;Zeit;Wert [kW];Wert [kW];Wert [kW];;
20.08.2024;16:00:00;16.280;830;55;;
20.08.2024;16:15:00;16.126;868;78;;
20.08.2024;16:30:00;15.884;877;93;;
20.08.2024;16:45:00;15.664;853;69;;
20.08.2024;17:00:00;15.642;739;49;;
20.08.2024;17:15:00;15.532;715;54;;
20.08.2024;17:30:00;15.334;748;55;;
20.08.2024;17:45:00;15.422;832;59;;
20.08.2024;18:00:00;14.960;833;79;;
20.08.2024;18:15:00;13.772;813;100;;
20.08.2024;18:30:00;13.662;668;108;;
20.08.2024;18:45:00;13.464;678;105;;
20.08.2024;19:00:00;13.068;655;107;;
20.08.2024;19:15:00;11.880;788;111;;
20.08.2024;19:30:00;11.726;797;100;;
20.08.2024;19:45:00;11.484;771;100;;
20.08.2024;20:00:00;11.264;628;97;;
20.08.2024;20:15:00;10.714;612;92;;
20.08.2024;20:30:00;10.648;628;96;;
20.08.2024;20:45:00;10.428;625;76;;
20.08.2024;21:00:00;10.538;761;65;;
20.08.2024;21:15:00;10.098;756;58;;
20.08.2024;21:30:00;10.076;769;61;;
20.08.2024;21:45:00;10.076;748;50;;
20.08.2024;22:00:00;9.878;583;74;;
20.08.2024;22:15:00;9.702;568;79;;
20.08.2024;22:30:00;9.526;578;78;;
20.08.2024;22:45:00;9.372;578;73;;
20.08.2024;23:00:00;9.878;647;73;;
20.08.2024;23:15:00;10.428;678;71;;
20.08.2024;23:30:00;10.208;666;69;;
20.08.2024;23:45:00;10.406;657;58;;
21.08.2024;00:00:00;10.428;559;41;;
21.08.2024;00:15:00;11.484;553;42;;
21.08.2024;00:30:00;11.594;558;30;;
21.08.2024;00:45:00;11.726;568;27;;
21.08.2024;01:00:00;11.462;572;27;;
21.08.2024;01:15:00;11.682;657;28;;
21.08.2024;01:30:00;11.858;655;27;;
21.08.2024;01:45:00;11.550;651;25;;
21.08.2024;02:00:00;11.550;633;26;;
21.08.2024;02:15:00;11.638;614;25;;
21.08.2024;02:30:00;11.660;553;24;;
21.08.2024;02:45:00;11.528;589;24;;
21.08.2024;03:00:00;11.616;644;24;;
21.08.2024;03:15:00;11.528;653;24;;
21.08.2024;03:30:00;11.660;658;24;;
21.08.2024;03:45:00;11.528;660;24;;
21.08.2024;04:00:00;11.506;668;24;;
21.08.2024;04:15:00;12.012;612;24;;
21.08.2024;04:30:00;11.814;583;25;;
21.08.2024;04:45:00;12.056;563;25;;
21.08.2024;05:00:00;11.572;673;25;;
21.08.2024;05:15:00;11.638;689;50;;
21.08.2024;05:30:00;11.968;700;52;;
21.08.2024;05:45:00;12.276;708;51;;
21.08.2024;06:00:00;12.474;721;51;;
21.08.2024;06:15:00;12.958;698;50;;
21.08.2024;06:30:00;13.288;694;54;;
21.08.2024;06:45:00;13.464;716;56;;
21.08.2024;07:00:00;13.750;723;57;;
21.08.2024;07:15:00;14080;804;65;;
21.08.2024;07:30:00;14300;857;66;;
21.08.2024;07:45:00;14608;869;41;;
21.08.2024;08:00:00;14718;878;41;;
21.08.2024;08:15:00;14542;774;48;;
21.08.2024;08:30:00;14982;763;48;;
21.08.2024;08:45:00;14872;768;49;;
21.08.2024;09:00:00;15400;784;74;;
21.08.2024;09:15:00;15356;784;83;;
21.08.2024;09:30:00;15444;882;92;;
21.08.2024;09:45:00;16236;916;97;;
21.08.2024;10:00:00;16.324;926;101;;
21.08.2024;10:15:00;16.016;884;94;;
21.08.2024;10:30:00;15.576;795;93;;
21.08.2024;10:45:00;15290;795;89;;
21.08.2024;11:00:00;15136;805;92;;
21.08.2024;11:15:00;15598;884;86;;
21.08.2024;11:30:00;15.378;923;69;;
21.08.2024;11:45:00;15.312;945;65;;
21.08.2024;12:00:00;16082;942;66;;
21.08.2024;12:15:00;15.004;852;67;;
21.08.2024;12:30:00;14.872;795;50;;
21.08.2024;12:45:00;14.784;789;49;;
21.08.2024;13:00:00;14.630;800;52;;
21.08.2024;13:15:00;15.004;900;47;;
21.08.2024;13:30:00;15.202;942;54;;
21.08.2024;13:45:00;14.872;933;71;;
21.08.2024;14:00:00;14.388;946;67;;
21.08.2024;14:15:00;14.520;928;70;;
21.08.2024;14:30:00;14.036;930;89;;
21.08.2024;14:45:00;14.344;907;68;;
21.08.2024;15:00:00;14.036;900;54;;
21.08.2024;15:15:00;13.706;874;55;;
21.08.2024;15:30:00;13.552;875;50;;
21.08.2024;15:45:00;13.508;870;49;;
21.08.2024;16:00:00;14.300;853;56;;
21.08.2024;16:15:00;13.706;846;58;;
21.08.2024;16:30:00;13.288;830;53;;
21.08.2024;16:45:00;13.200;836;51;;
21.08.2024;17:00:00;13.552;811;50;;
21.08.2024;17:15:00;13.310;696;59;;
21.08.2024;17:30:00;13.046;679;60;;
21.08.2024;17:45:00;12.958;690;41;;
21.08.2024;18:00:00;12.452;679;41;;
21.08.2024;18:15:00;6.666;812;44;;
21.08.2024;18:30:00;4.862;827;44;;
21.08.2024;18:45:00;4.488;800;46;;
21.08.2024;19:00:00;3.894;809;53;;
21.08.2024;19:15:00;2.728;766;90;;
21.08.2024;19:30:00;2.420;628;102;;
21.08.2024;19:45:00;2.002;623;102;;
21.08.2024;20:00:00;1.914;623;104;;
21.08.2024;20:15:00;1.672;613;94;;
21.08.2024;20:30:00;1.320;654;99;;
21.08.2024;20:45:00;1.320;753;100;;
21.08.2024;21:00:00;2.332;759;101;;
21.08.2024;21:15:00;9.042;757;95;;
21.08.2024;21:30:00;8.888;752;96;;
21.08.2024;21:45:00;8.800;627;90;;
21.08.2024;22:00:00;8.734;573;88;;
21.08.2024;22:15:00;8.382;562;71;;
21.08.2024;22:30:00;8.448;565;46;;
21.08.2024;22:45:00;8.360;560;35;;
21.08.2024;23:00:00;8.184;598;32;;
21.08.2024;23:15:00;8.206;674;31;;
21.08.2024;23:30:00;8.184;646;47;;
21.08.2024;23:45:00;8.096;644;43;;
22.08.2024;00:00:00;8.052;539;43;;
22.08.2024;00:15:00;8.052;553;39;;
22.08.2024;00:30:00;7.920;559;40;;
22.08.2024;00:45:00;7.876;583;35;;
22.08.2024;01:00:00;8.074;651;34;;
22.08.2024;01:15:00;9.064;643;36;;
22.08.2024;01:30:00;9.372;645;33;;
22.08.2024;01:45:00;9.680;640;36;;
22.08.2024;02:00:00;9.658;532;51;;
22.08.2024;02:15:00;9.548;529;51;;
22.08.2024;02:30:00;9.592;539;48;;
22.08.2024;02:45:00;9.724;556;49;;
22.08.2024;03:00:00;9.702;621;49;;
22.08.2024;03:15:00;9.614;691;49;;
22.08.2024;03:30:00;9.438;700;49;;
22.08.2024;03:45:00;9.394;702;26;;
22.08.2024;04:00:00;9.460;618;23;;
22.08.2024;04:15:00;9.768;619;23;;
22.08.2024;04:30:00;9.746;634;23;;
22.08.2024;04:45:00;9.834;689;23;;
22.08.2024;05:00:00;10.164;720;25;;
22.08.2024;05:15:00;10.274;726;24;;
22.08.2024;05:30:00;10.648;763;24;;
22.08.2024;05:45:00;10.692;679;23;;
22.08.2024;06:00:00;10.846;812;25;;
22.08.2024;06:15:00;11.594;892;24;;
22.08.2024;06:30:00;11.726;930;24;;
22.08.2024;06:45:00;11.704;953;25;;
22.08.2024;07:00:00;12.188;969;27;;
22.08.2024;07:15:00;12408;1064;31;;
22.08.2024;07:30:00;12650;913;34;;
22.08.2024;07:45:00;12716;903;38;;
22.08.2024;08:00:00;12892;990;42;;
22.08.2024;08:15:00;13244;951;50;;
22.08.2024;08:30:00;13376;942;43;;
22.08.2024;08:45:00;13.662;914;41;;
22.08.2024;09:00:00;13.640;983;39;;
22.08.2024;09:15:00;14.080;868;40;;
22.08.2024;09:30:00;14.476;945;42;;
22.08.2024;09:45:00;14.410;1002;57;;
22.08.2024;10:00:00;14.498;1001;70;;
22.08.2024;10:15:00;14.674;993;72;;
22.08.2024;10:30:00;14.652;963;64;;
22.08.2024;10:45:00;14.740;1150;65;;
22.08.2024;11:00:00;14.850;1129;64;;
22.08.2024;11:15:00;14.828;1092;60;;
22.08.2024;11:30:00;15.026;1085;60;;
22.08.2024;11:45:00;14.806;1004;60;;
22.08.2024;12:00:00;14.718;961;56;;
22.08.2024;12:15:00;14.432;936;43;;
22.08.2024;12:30:00;14.520;1077;42;;
22.08.2024;12:45:00;14.938;1068;42;;
22.08.2024;13:00:00;14.828;1046;42;;
22.08.2024;13:15:00;13.640;944;46;;
22.08.2024;13:30:00;12.980;950;69;;
22.08.2024;13:45:00;12.826;998;88;;
22.08.2024;14:00:00;12.562;1049;90;;
22.08.2024;14:15:00;12.826;1034;82;;
22.08.2024;14:30:00;12628;960;81;;
22.08.2024;14:45:00;12.672;883;80;;
22.08.2024;15:00:00;12.672;897;81;;
22.08.2024;15:15:00;12.452;876;79;;
22.08.2024;15:30:00;12.254;884;82;;
22.08.2024;15:45:00;12.232;860;89;;
22.08.2024;16:00:00;12.144;737;95;;
22.08.2024;16:15:00;12.144;720;86;;
22.08.2024;16:30:00;12.100;773;81;;
22.08.2024;16:45:00;12.100;847;87;;
22.08.2024;17:00:00;11.968;821;86;;
22.08.2024;17:15:00;11.726;787;86;;
22.08.2024;17:30:00;11.682;670;57;;
22.08.2024;17:45:00;11.704;653;52;;
22.08.2024;18:00:00;11.176;674;64;;
22.08.2024;18:15:00;6.820;752;64;;
22.08.2024;18:30:00;6.270;811;55;;
22.08.2024;18:45:00;6.050;814;84;;
22.08.2024;19:00:00;5.720;793;102;;
22.08.2024;19:15:00;5.742;699;69;;
22.08.2024;19:30:00;5.500;618;59;;
22.08.2024;19:45:00;5.148;598;61;;
22.08.2024;20:00:00;5.192;608;65;;
22.08.2024;20:15:00;4.752;730;67;;
22.08.2024;20:30:00;4.334;773;59;;
22.08.2024;20:45:00;4.290;761;64;;
22.08.2024;21:00:00;5.456;723;62;;
22.08.2024;21:15:00;11.924;574;44;;
22.08.2024;21:30:00;11.836;582;43;;
22.08.2024;21:45:00;11.638;563;40;;
22.08.2024;22:00:00;11.770;558;36;;
22.08.2024;22:15:00;11.242;673;43;;
22.08.2024;22:30:00;11.022;723;47;;
22.08.2024;22:45:00;11.066;718;34;;
22.08.2024;23:00:00;10.890;697;32;;
22.08.2024;23:15:00;10.956;571;30;;
22.08.2024;23:30:00;10.824;525;30;;
22.08.2024;23:45:00;10.736;534;28;;
23.08.2024;00:00:00;10.868;558;27;;
23.08.2024;00:15:00;11.352;651;28;;
23.08.2024;00:30:00;11.176;660;39;;
23.08.2024;00:45:00;11.220;649;36;;
23.08.2024;01:00:00;11.374;583;33;;
23.08.2024;01:15:00;11.462;538;32;;
23.08.2024;01:30:00;11.528;532;33;;
23.08.2024;01:45:00;11.396;630;36;;
23.08.2024;02:00:00;11.418;665;51;;
23.08.2024;02:15:00;11.528;634;26;;
23.08.2024;02:30:00;11.528;613;23;;
23.08.2024;02:45:00;11.308;572;23;;
23.08.2024;03:00:00;11.308;547;22;;
23.08.2024;03:15:00;11.572;627;31;;
23.08.2024;03:30:00;11.462;662;46;;
23.08.2024;03:45:00;11.506;702;46;;
23.08.2024;04:00:00;11.506;698;45;;
23.08.2024;04:15:00;11.770;697;46;;
23.08.2024;04:30:00;11.748;699;46;;
23.08.2024;04:45:00;11.858;617;46;;
23.08.2024;05:00:00;11.880;622;48;;
23.08.2024;05:15:00;12.342;671;49;;
23.08.2024;05:30:00;12.452;720;47;;
23.08.2024;05:45:00;12.474;699;49;;
23.08.2024;06:00:00;12.628;771;48;;
23.08.2024;06:15:00;13.244;907;50;;
23.08.2024;06:30:00;13.486;861;50;;
23.08.2024;06:45:00;13.596;831;51;;
23.08.2024;07:00:00;14.014;778;54;;
23.08.2024;07:15:00;14234;851;60;;
23.08.2024;07:30:00;14454;910;63;;
23.08.2024;07:45:00;14432;971;64;;
23.08.2024;08:00:00;14630;979;40;;
23.08.2024;08:15:00;15048;1031;41;;
23.08.2024;08:30:00;15026;1008;41;;
23.08.2024;08:45:00;15202;959;42;;
23.08.2024;09:00:00;15422;964;48;;
23.08.2024;09:15:00;15.752;1109;68;;
23.08.2024;09:30:00;15.730;1105;83;;
23.08.2024;09:45:00;15.774;1101;86;;
23.08.2024;10:00:00;15.928;1100;87;;
23.08.2024;10:15:00;16.126;1015;82;;
23.08.2024;10:30:00;16.368;963;57;;
23.08.2024;10:45:00;16.698;1044;41;;
23.08.2024;11:00:00;16.742;1016;38;;
23.08.2024;11:15:00;16.764;1133;38;;
23.08.2024;11:30:00;16.412;1117;39;;
23.08.2024;11:45:00;16.478;1137;37;;
23.08.2024;12:00:00;16.852;1088;32;;
23.08.2024;12:15:00;16.522;1161;3;;
23.08.2024;12:30:00;16.500;1156;0;;
23.08.2024;12:45:00;16.456;1109;0;;
23.08.2024;13:00:00;16.412;1078;0;;
23.08.2024;13:15:00;16.654;999;16;;
23.08.2024;13:30:00;16.478;935;37;;
23.08.2024;13:45:00;16.522;935;37;;
23.08.2024;14:00:00;16.412;950;45;;
23.08.2024;14:15:00;16.368;1004;47;;
23.08.2024;14:30:00;16.412;958;49;;
23.08.2024;14:45:00;16.302;881;51;;
23.08.2024;15:00:00;16.126;741;51;;
23.08.2024;15:15:00;15.840;712;49;;
23.08.2024;15:30:00;15.818;710;47;;
23.08.2024;15:45:00;15.818;763;44;;
23.08.2024;16:00:00;15.774;830;70;;
23.08.2024;16:15:00;15.994;817;77;;
23.08.2024;16:30:00;15.510;779;77;;
23.08.2024;16:45:00;15.312;759;75;;
23.08.2024;17:00:00;15.686;654;71;;
23.08.2024;17:15:00;15.466;651;78;;
23.08.2024;17:30:00;15.532;651;62;;
23.08.2024;17:45:00;15.334;670;52;;
23.08.2024;18:00:00;15.246;780;49;;
23.08.2024;18:15:00;12.034;813;53;;
23.08.2024;18:30:00;11.968;791;49;;
23.08.2024;18:45:00;11.462;800;67;;
23.08.2024;19:00:00;11.198;622;81;;
23.08.2024;19:15:00;11.968;598;89;;
23.08.2024;19:30:00;11.462;611;87;;
23.08.2024;19:45:00;10.736;669;89;;
23.08.2024;20:00:00;10.538;719;81;;
23.08.2024;20:15:00;10.054;703;87;;
23.08.2024;20:30:00;9.724;665;85;;
23.08.2024;20:45:00;9.592;519;84;;
23.08.2024;21:00:00;10.010;523;81;;
23.08.2024;21:15:00;12.870;538;82;;
23.08.2024;21:30:00;12.760;668;84;;
23.08.2024;21:45:00;12.804;663;80;;
23.08.2024;22:00:00;12.540;655;78;;
23.08.2024;22:15:00;12.430;556;45;;
23.08.2024;22:30:00;12.166;493;40;;
23.08.2024;22:45:00;11.792;493;37;;
23.08.2024;23:00:00;11.990;497;35;;
23.08.2024;23:15:00;11.748;621;55;;
23.08.2024;23:30:00;11.836;603;70;;
23.08.2024;23:45:00;12.034;590;46;;
24.08.2024;00:00:00;12.012;583;40;;
24.08.2024;00:15:00;11.924;473;40;;
24.08.2024;00:30:00;11.858;473;38;;
24.08.2024;00:45:00;11.858;474;35;;
24.08.2024;01:00:00;11.858;531;33;;
24.08.2024;01:15:00;11.836;579;32;;
24.08.2024;01:30:00;11.836;578;24;;
24.08.2024;01:45:00;11.814;574;23;;
24.08.2024;02:00:00;11.770;565;24;;
24.08.2024;02:15:00;11.572;526;24;;
24.08.2024;02:30:00;11.528;458;26;;
24.08.2024;02:45:00;11.814;458;24;;
24.08.2024;03:00:00;11.528;471;23;;
24.08.2024;03:15:00;11.506;558;23;;
24.08.2024;03:30:00;11.616;538;23;;
24.08.2024;03:45:00;11.616;544;23;;
24.08.2024;04:00:00;11.528;546;22;;
24.08.2024;04:15:00;11.638;452;23;;
24.08.2024;04:30:00;11.726;458;23;;
24.08.2024;04:45:00;11.660;488;23;;
24.08.2024;05:00:00;11.814;541;24;;
24.08.2024;05:15:00;11.792;543;23;;
24.08.2024;05:30:00;11.792;540;29;;
24.08.2024;05:45:00;11.770;533;48;;
24.08.2024;06:00:00;11.704;496;48;;
24.08.2024;06:15:00;11.880;437;47;;
24.08.2024;06:30:00;11.836;443;48;;
24.08.2024;06:45:00;11.946;451;48;;
24.08.2024;07:00:00;11.748;532;51;;
24.08.2024;07:15:00;11.836;548;52;;
24.08.2024;07:30:00;11.968;547;58;;
24.08.2024;07:45:00;11.924;549;58;;
24.08.2024;08:00:00;12122;478;61;;
24.08.2024;08:15:00;11946;460;66;;
24.08.2024;08:30:00;12100;454;65;;
24.08.2024;08:45:00;12122;473;60;;
24.08.2024;09:00:00;12188;604;64;;
24.08.2024;09:15:00;12276;613;45;;
24.08.2024;09:30:00;12232;626;34;;
24.08.2024;09:45:00;12.584;540;43;;
24.08.2024;10:00:00;12.606;485;40;;
24.08.2024;10:15:00;12.848;483;35;;
24.08.2024;10:30:00;12.474;485;65;;
24.08.2024;10:45:00;12.540;484;72;;
24.08.2024;11:00:00;12.606;502;74;;
24.08.2024;11:15:00;12.804;509;73;;
24.08.2024;11:30:00;12.760;648;74;;
24.08.2024;11:45:00;12.738;642;53;;
24.08.2024;12:00:00;12.914;632;58;;
24.08.2024;12:15:00;12.672;489;67;;
24.08.2024;12:30:00;12.892;490;66;;
24.08.2024;12:45:00;12.650;485;61;;
24.08.2024;13:00:00;12.782;485;66;;
24.08.2024;13:15:00;12.782;576;67;;
24.08.2024;13:30:00;12.782;634;57;;
24.08.2024;13:45:00;13.090;633;30;;
24.08.2024;14:00:00;12.848;627;35;;
24.08.2024;14:15:00;12.914;626;32;;
24.08.2024;14:30:00;12.804;637;29;;
24.08.2024;14:45:00;12.914;540;37;;
24.08.2024;15:00:00;12.936;491;51;;
24.08.2024;15:15:00;13.002;636;44;;
24.08.2024;15:30:00;13.024;633;46;;
24.08.2024;15:45:00;12.980;640;46;;
24.08.2024;16:00:00;13.112;644;52;;
24.08.2024;16:15:00;13.266;622;49;;
24.08.2024;16:30:00;13.310;629;55;;
24.08.2024;16:45:00;13.552;630;47;;
24.08.2024;17:00:00;13.464;622;41;;
24.08.2024;17:15:00;14.014;619;41;;
24.08.2024;17:30:00;13.420;628;53;;
24.08.2024;17:45:00;13.574;655;50;;
24.08.2024;18:00:00;13.662;640;39;;
24.08.2024;18:15:00;13.662;516;36;;
24.08.2024;18:30:00;13.926;490;37;;
24.08.2024;18:45:00;13.706;497;39;;
24.08.2024;19:00:00;13.926;485;47;;
24.08.2024;19:15:00;13.728;555;64;;
24.08.2024;19:30:00;13.596;635;67;;
24.08.2024;19:45:00;13.640;624;90;;
24.08.2024;20:00:00;13.244;628;88;;
24.08.2024;20:15:00;13.288;575;83;;
24.08.2024;20:30:00;13.178;469;75;;
24.08.2024;20:45:00;13.090;468;76;;
24.08.2024;21:00:00;13.222;470;77;;
24.08.2024;21:15:00;12.826;633;77;;
24.08.2024;21:30:00;12.848;644;81;;
24.08.2024;21:45:00;13.068;629;81;;
24.08.2024;22:00:00;12.936;534;76;;
24.08.2024;22:15:00;12.826;474;79;;
24.08.2024;22:30:00;12.694;469;70;;
24.08.2024;22:45:00;12.562;454;40;;
24.08.2024;23:00:00;12.342;583;38;;
24.08.2024;23:15:00;12.430;612;38;;
24.08.2024;23:30:00;12.474;599;40;;
24.08.2024;23:45:00;12.254;590;58;;
25.08.2024;00:00:00;12.232;475;65;;
25.08.2024;00:15:00;12.408;464;64;;
25.08.2024;00:30:00;12.100;464;65;;
25.08.2024;00:45:00;12.012;482;65;;
25.08.2024;01:00:00;12.144;574;54;;
25.08.2024;01:15:00;12.122;581;41;;
25.08.2024;01:30:00;11.880;558;38;;
25.08.2024;01:45:00;11.990;548;36;;
25.08.2024;02:00:00;11.946;448;36;;
25.08.2024;02:15:00;10.846;463;35;;
25.08.2024;02:30:00;10.252;468;32;;
25.08.2024;02:45:00;10.010;555;32;;
25.08.2024;03:00:00;10.142;552;29;;
25.08.2024;03:15:00;10.340;556;29;;
25.08.2024;03:30:00;10.098;556;29;;
25.08.2024;03:45:00;10.164;540;29;;
25.08.2024;04:00:00;10.120;510;43;;
25.08.2024;04:15:00;10.362;467;48;;
25.08.2024;04:30:00;10.098;448;49;;
25.08.2024;04:45:00;10.208;475;26;;
25.08.2024;05:00:00;9.988;546;23;;
25.08.2024;05:15:00;10.120;551;23;;
25.08.2024;05:30:00;10.054;535;23;;
25.08.2024;05:45:00;10.142;545;44;;
25.08.2024;06:00:00;10.670;486;48;;
25.08.2024;06:15:00;11.308;452;48;;
25.08.2024;06:30:00;11.374;443;32;;
25.08.2024;06:45:00;11.220;469;25;;
25.08.2024;07:00:00;11.396;540;25;;
25.08.2024;07:15:00;11.352;540;27;;
25.08.2024;07:30:00;11.330;542;28;;
25.08.2024;07:45:00;11.198;558;27;;
25.08.2024;08:00:00;11.374;570;29;;
25.08.2024;08:15:00;11.616;469;37;;
25.08.2024;08:30:00;11.374;464;31;;
25.08.2024;08:45:00;11.352;470;30;;
25.08.2024;09:00:00;11.330;469;33;;
25.08.2024;09:15:00;11.418;536;33;;
25.08.2024;09:30:00;11.330;599;38;;
25.08.2024;09:45:00;11.220;616;39;;
25.08.2024;10:00:00;11.462;623;36;;
25.08.2024;10:15:00;11.308;472;35;;
25.08.2024;10:30:00;11.352;478;43;;
25.08.2024;10:45:00;11.352;463;46;;
25.08.2024;11:00:00;10.868;478;41;;
25.08.2024;11:15:00;10.868;486;76;;
25.08.2024;11:30:00;11.088;619;79;;
25.08.2024;11:45:00;11.110;623;81;;
25.08.2024;12:00:00;10.978;652;83;;
25.08.2024;12:15:00;10.780;472;82;;
25.08.2024;12:30:00;10.978;473;78;;
25.08.2024;12:45:00;10.868;479;73;;
25.08.2024;13:00:00;10.780;464;63;;
25.08.2024;13:15:00;10.780;516;66;;
25.08.2024;13:30:00;10.868;541;69;;
25.08.2024;13:45:00;10.406;644;69;;
25.08.2024;14:00:00;10.296;632;35;;
25.08.2024;14:15:00;10.736;642;38;;
25.08.2024;14:30:00;11.000;482;38;;
25.08.2024;14:45:00;11.000;479;36;;
25.08.2024;15:00:00;10.890;478;45;;
25.08.2024;15:15:00;10.516;464;60;;
25.08.2024;15:30:00;10.670;536;72;;
25.08.2024;15:45:00;10.758;624;71;;
25.08.2024;16:00:00;10.978;634;83;;
25.08.2024;16:15:00;11.132;608;83;;
25.08.2024;16:30:00;11.066;521;87;;
25.08.2024;16:45:00;10.956;475;75;;
25.08.2024;17:00:00;11.022;474;77;;
25.08.2024;17:15:00;11.308;509;80;;
25.08.2024;17:30:00;11.330;640;82;;
25.08.2024;17:45:00;11.308;658;78;;
25.08.2024;18:00:00;11.440;679;86;;
25.08.2024;18:15:00;11.352;593;84;;
25.08.2024;18:30:00;11.330;471;64;;
25.08.2024;18:45:00;11.682;456;38;;
25.08.2024;19:00:00;11.396;461;37;;
25.08.2024;19:15:00;11.418;494;40;;
25.08.2024;19:30:00;11.638;638;45;;
25.08.2024;19:45:00;11.286;619;43;;
25.08.2024;20:00:00;11.308;635;51;;
25.08.2024;20:15:00;11.418;577;63;;
25.08.2024;20:30:00;11.330;447;57;;
25.08.2024;20:45:00;11.528;478;58;;
25.08.2024;21:00:00;11.352;473;63;;
25.08.2024;21:15:00;11.330;610;67;;
25.08.2024;21:30:00;11.396;672;69;;
25.08.2024;21:45:00;11.440;679;62;;
25.08.2024;22:00:00;11.484;717;57;;
25.08.2024;22:15:00;11.352;577;53;;
25.08.2024;22:30:00;11.330;547;34;;
25.08.2024;22:45:00;11.308;541;33;;
25.08.2024;23:00:00;11.594;521;32;;
25.08.2024;23:15:00;11.330;579;31;;
25.08.2024;23:30:00;11.264;690;33;;
25.08.2024;23:45:00;11.286;654;36;;
26.08.2024;00:00:00;11.462;649;61;;
26.08.2024;00:15:00;11.484;559;58;;
26.08.2024;00:30:00;11.352;526;53;;
26.08.2024;00:45:00;11.330;523;44;;
26.08.2024;01:00:00;11.374;594;31;;
26.08.2024;01:15:00;11.330;688;30;;
26.08.2024;01:30:00;11.330;687;29;;
26.08.2024;01:45:00;11.418;688;28;;
26.08.2024;02:00:00;11.330;658;31;;
26.08.2024;02:15:00;11.176;601;30;;
26.08.2024;02:30:00;11.286;558;30;;
26.08.2024;02:45:00;11.330;587;29;;
26.08.2024;03:00:00;11.286;592;29;;
26.08.2024;03:15:00;11.242;692;28;;
26.08.2024;03:30:00;11.220;699;28;;
26.08.2024;03:45:00;11.462;699;34;;
26.08.2024;04:00:00;11.242;687;23;;
26.08.2024;04:15:00;11.682;741;22;;
26.08.2024;04:30:00;11.616;618;23;;
26.08.2024;04:45:00;11.572;607;27;;
26.08.2024;05:00:00;11.814;592;47;;
26.08.2024;05:15:00;12.122;647;48;;
26.08.2024;05:30:00;12.254;751;46;;
26.08.2024;05:45:00;12.518;716;50;;
26.08.2024;06:00:00;12.628;866;51;;
26.08.2024;06:15:00;9.614;946;52;;
26.08.2024;06:30:00;9.746;877;51;;
26.08.2024;06:45:00;10.076;897;52;;
26.08.2024;07:00:00;10.252;850;55;;
26.08.2024;07:15:00;10.560;945;63;;
26.08.2024;07:30:00;10.890;899;69;;
26.08.2024;07:45:00;11.088;919;66;;
26.08.2024;08:00:00;11.110;1106;71;;
26.08.2024;08:15:00;11.176;1065;73;;
26.08.2024;08:30:00;11.308;952;60;;
26.08.2024;08:45:00;11.220;940;42;;
26.08.2024;09:00:00;11.880;944;49;;
26.08.2024;09:15:00;12.430;906;52;;
26.08.2024;09:30:00;12.056;926;49;;
26.08.2024;09:45:00;12.144;957;56;;
26.08.2024;10:00:00;12.452;1086;85;;
26.08.2024;10:15:00;12.496;1131;85;;
26.08.2024;10:30:00;12.540;1159;83;;
26.08.2024;10:45:00;12.738;1067;80;;
26.08.2024;11:00:00;12.892;999;53;;
26.08.2024;11:15:00;12.716;995;50;;
26.08.2024;11:30:00;12.672;1005;56;;
26.08.2024;11:45:00;12.650;1076;61;;
26.08.2024;12:00:00;13.134;1139;53;;
26.08.2024;12:15:00;13.024;1170;56;;
26.08.2024;12:30:00;12.672;1248;48;;
26.08.2024;12:45:00;12.650;1081;45;;
26.08.2024;13:00:00;13.046;989;47;;
26.08.2024;13:15:00;12.848;1004;44;;
26.08.2024;13:30:00;13.882;988;47;;
26.08.2024;13:45:00;13.244;1079;42;;
26.08.2024;14:00:00;12.628;1107;43;;
26.08.2024;14:15:00;12.804;1119;43;;
26.08.2024;14:30:00;12.408;1018;45;;
26.08.2024;14:45:00;12.760;857;45;;
26.08.2024;15:00:00;12.650;749;49;;
26.08.2024;15:15:00;12.474;754;46;;
26.08.2024;15:30:00;12.188;785;66;;
26.08.2024;15:45:00;12.012;875;85;;
26.08.2024;16:00:00;12.254;874;88;;
26.08.2024;16:15:00;12.166;862;84;;
26.08.2024;16:30:00;11.924;858;87;;
26.08.2024;16:45:00;11.836;843;86;;
26.08.2024;17:00:00;11.528;714;81;;
26.08.2024;17:15:00;11.066;692;89;;
26.08.2024;17:30:00;10.978;693;85;;
26.08.2024;17:45:00;10.890;716;92;;
26.08.2024;18:00:00;10.824;854;94;;
26.08.2024;18:15:00;10.868;856;96;;
26.08.2024;18:30:00;10.714;851;60;;
26.08.2024;18:45:00;10.714;822;78;;
26.08.2024;19:00:00;10.582;664;71;;
26.08.2024;19:15:00;10.296;648;61;;
26.08.2024;19:30:00;10.164;633;64;;
26.08.2024;19:45:00;10.010;731;94;;
26.08.2024;20:00:00;9.218;805;107;;
26.08.2024;20:15:00;9.372;770;115;;
26.08.2024;20:30:00;8.954;803;115;;
